index,Place Name,Place ID,Place Sequence,Boardings,Alightings,Load,time,day,line,direction,per,level,ppsm,label
6690,Downtown Crossing,B.70020,10,67,50,204,3pm-4pm,Wednesday,Orange Line,Southbound,34,Not crowded,0.6594259115593483,3-4pm
6691,Chinatown,B.70018,11,13,20.4,215,3pm-4pm,Wednesday,Orange Line,Southbound,36,Not crowded,0.6982156710628393,3-4pm
6692,Tufts Medical Center,B.70016,12,22,26.7,210,3pm-4pm,Wednesday,Orange Line,Southbound,35,Not crowded,0.6788207913110939,3-4pm
6693,Back Bay,B.70014,13,38,65.7,203,3pm-4pm,Wednesday,Orange Line,Southbound,34,Not crowded,0.6594259115593483,3-4pm
6694,Massachusetts Avenue,B.70012,14,16,18.6,181,3pm-4pm,Wednesday,Orange Line,Southbound,30,Not crowded,0.5818463925523661,3-4pm
6695,Ruggles,B.70010,15,13,26.6,168,3pm-4pm,Wednesday,Orange Line,Southbound,28,Not crowded,0.5430566330488751,3-4pm
6696,Roxbury Crossing,B.70008,16,17,22.6,179,3pm-4pm,Wednesday,Orange Line,Southbound,30,Not crowded,0.5818463925523661,3-4pm
6697,Jackson Square,B.70006,17,5,33.9,150,3pm-4pm,Wednesday,Orange Line,Southbound,25,Plenty of room,0.4848719937936384,3-4pm
6698,Stony Brook,B.70004,18,2,30.3,122,3pm-4pm,Wednesday,Orange Line,Southbound,20,Plenty of room,0.3878975950349108,3-4pm
6699,Green Street,B.70002,19,1,28.1,95,3pm-4pm,Wednesday,Orange Line,Southbound,16,Plenty of room,0.3103180760279286,3-4pm
6700,Forest Hills,B.Forest Hills-02,20,0,105.7,0,3pm-4pm,Wednesday,Orange Line,Southbound,0,Plenty of room,0,3-4pm
6701,Oak Grove,B.Oak Grove-02,1,14,0,14,4pm-5pm,Wednesday,Orange Line,Southbound,2,Plenty of room,0.03878975950349107,4-5pm
6702,Malden Center,B.70034,2,40,0.3,54,4pm-5pm,Wednesday,Orange Line,Southbound,9,Plenty of room,0.17455391776570983,4-5pm
6703,Wellington,B.70032,3,26,1.2,74,4pm-5pm,Wednesday,Orange Line,Southbound,12,Plenty of room,0.23273855702094645,4-5pm
6704,Assembly,B.70278,4,28,4.7,96,4pm-5pm,Wednesday,Orange Line,Southbound,16,Plenty of room,0.3103180760279286,4-5pm
6705,Sullivan Square,B.70030,5,44,4.1,145,4pm-5pm,Wednesday,Orange Line,Southbound,24,Plenty of room,0.4654771140418929,4-5pm
6706,Community College,B.70028,6,23,3.9,180,4pm-5pm,Wednesday,Orange Line,Southbound,30,Not crowded,0.5818463925523661,4-5pm
6707,North Station,B.70026,7,38,34.3,167,4pm-5pm,Wednesday,Orange Line,Southbound,28,Not crowded,0.5430566330488751,4-5pm
6708,Haymarket,B.70024,8,32,13.4,186,4pm-5pm,Wednesday,Orange Line,Southbound,31,Not crowded,0.6012412723041117,4-5pm
6709,State,B.70022,9,66,27.9,224,4pm-5pm,Wednesday,Orange Line,Southbound,37,Not crowded,0.7176105508145849,4-5pm
6710,Downtown Crossing,B.70020,10,63,52,235,4pm-5pm,Wednesday,Orange Line,Southbound,39,Not crowded,0.756400310318076,4-5pm
6711,Chinatown,B.70018,11,18,13.1,220,4pm-5pm,Wednesday,Orange Line,Southbound,37,Not crowded,0.7176105508145849,4-5pm
6712,Tufts Medical Center,B.70016,12,28,20.8,227,4pm-5pm,Wednesday,Orange Line,Southbound,38,Not crowded,0.7370054305663305,4-5pm
6713,Back Bay,B.70014,13,41,58.2,209,4pm-5pm,Wednesday,Orange Line,Southbound,35,Not crowded,0.6788207913110939,4-5pm
6714,Massachusetts Avenue,B.70012,14,19,18.9,210,4pm-5pm,Wednesday,Orange Line,Southbound,35,Not crowded,0.6788207913110939,4-5pm
6715,Ruggles,B.70010,15,19,26.1,203,4pm-5pm,Wednesday,Orange Line,Southbound,34,Not crowded,0.6594259115593483,4-5pm
6716,Roxbury Crossing,B.70008,16,13,21.7,194,4pm-5pm,Wednesday,Orange Line,Southbound,32,Not crowded,0.6206361520558572,4-5pm
6717,Jackson Square,B.70006,17,4,31.1,167,4pm-5pm,Wednesday,Orange Line,Southbound,28,Not crowded,0.5430566330488751,4-5pm
6718,Stony Brook,B.70004,18,2,38.4,131,4pm-5pm,Wednesday,Orange Line,Southbound,22,Plenty of room,0.42668735453840184,4-5pm
6719,Green Street,B.70002,19,2,35.6,109,4pm-5pm,Wednesday,Orange Line,Southbound,18,Plenty of room,0.34910783553141966,4-5pm
6720,Forest Hills,B.Forest Hills-02,20,0,100.1,0,4pm-5pm,Wednesday,Orange Line,Southbound,0,Plenty of room,0,4-5pm
6721,Oak Grove,B.Oak Grove-02,1,22,0,22,5pm-6pm,Wednesday,Orange Line,Southbound,4,Plenty of room,0.07757951900698215,5-6pm
6722,Malden Center,B.70034,2,39,1.1,60,5pm-6pm,Wednesday,Orange Line,Southbound,10,Plenty of room,0.1939487975174554,5-6pm
6723,Wellington,B.70032,3,33,1.2,103,5pm-6pm,Wednesday,Orange Line,Southbound,17,Plenty of room,0.32971295577967413,5-6pm
6724,Assembly,B.70278,4,40,6.3,137,5pm-6pm,Wednesday,Orange Line,Southbound,23,Plenty of room,0.4460822342901474,5-6pm
6725,Sullivan Square,B.70030,5,45,5.8,191,5pm-6pm,Wednesday,Orange Line,Southbound,32,Not crowded,0.6206361520558572,5-6pm
6726,Community College,B.70028,6,32,4.6,183,5pm-6pm,Wednesday,Orange Line,Southbound,30,Not crowded,0.5818463925523661,5-6pm
6727,North Station,B.70026,7,58,50.6,191,5pm-6pm,Wednesday,Orange Line,Southbound,32,Not crowded,0.6206361520558572,5-6pm
6728,Haymarket,B.70024,8,42,13,219,5pm-6pm,Wednesday,Orange Line,Southbound,36,Not crowded,0.6982156710628393,5-6pm
6729,State,B.70022,9,99,27.8,312,5pm-6pm,Wednesday,Orange Line,Southbound,52,Moderately crowded,1.008533747090768,5-6pm
6730,Downtown Crossing,B.70020,10,106,67.3,386,5pm-6pm,Wednesday,Orange Line,Southbound,64,Moderately crowded,1.2412723041117144,5-6pm
6731,Chinatown,B.70018,11,24,21,389,5pm-6pm,Wednesday,Orange Line,Southbound,65,Moderately crowded,1.26066718386346,5-6pm
6732,Tufts Medical Center,B.70016,12,24,24.9,388,5pm-6pm,Wednesday,Orange Line,Southbound,65,Moderately crowded,1.26066718386346,5-6pm
6733,Back Bay,B.70014,13,65,71.5,343,5pm-6pm,Wednesday,Orange Line,Southbound,57,Moderately crowded,1.1055081458494955,5-6pm
6734,Massachusetts Avenue,B.70012,14,25,27.5,309,5pm-6pm,Wednesday,Orange Line,Southbound,52,Moderately crowded,1.008533747090768,5-6pm
6735,Ruggles,B.70010,15,20,38.1,323,5pm-6pm,Wednesday,Orange Line,Southbound,54,Moderately crowded,1.047323506594259,5-6pm
6736,Roxbury Crossing,B.70008,16,14,41.8,295,5pm-6pm,Wednesday,Orange Line,Southbound,49,Not crowded,0.9503491078355314,5-6pm
6737,Jackson Square,B.70006,17,4,41.1,258,5pm-6pm,Wednesday,Orange Line,Southbound,43,Not crowded,0.8339798293250581,5-6pm
6738,Stony Brook,B.70004,18,3,69.7,220,5pm-6pm,Wednesday,Orange Line,Southbound,37,Not crowded,0.7176105508145849,5-6pm
6739,Green Street,B.70002,19,1,57.6,141,5pm-6pm,Wednesday,Orange Line,Southbound,24,Plenty of room,0.4654771140418929,5-6pm
6740,Forest Hills,B.Forest Hills-02,20,0,141.3,0,5pm-6pm,Wednesday,Orange Line,Southbound,0,Plenty of room,0,5-6pm
6741,Oak Grove,B.Oak Grove-02,1,19,0,19,6pm-7pm,Wednesday,Orange Line,Southbound,3,Plenty of room,0.05818463925523661,6-7pm
6742,Malden Center,B.70034,2,24,0.9,42,6pm-7pm,Wednesday,Orange Line,Southbound,7,Plenty of room,0.13576415826221877,6-7pm
6743,Wellington,B.70032,3,20,0.5,55,6pm-7pm,Wednesday,Orange Line,Southbound,9,Plenty of room,0.17455391776570983,6-7pm
