index,Place Name,Place ID,Place Sequence,Boardings,Alightings,Load,time,day,line,direction,per,level,ppsm,label
202,Beachmont,B.70056,10,2,19.6,58,9pm-10pm,Weekday,Blue Line,Eastbound,10,Plenty of room,0.1939487975174554,9-10pm
203,Revere Beach,B.70058,11,0,29.5,34,9pm-10pm,Weekday,Blue Line,Eastbound,6,Plenty of room,0.11636927851047324,9-10pm
204,Wonderland,B.70060,12,0,34.4,0,9pm-10pm,Weekday,Blue Line,Eastbound,0,Plenty of room,0,9-10pm
205,Bowdoin,B.70038,1,12,0,12,10pm-11pm,Weekday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,10-11pm
206,Government Center,B.70040,2,148,0.3,160,10pm-11pm,Weekday,Blue Line,Eastbound,27,Not crowded,0.5236617532971295,10-11pm
207,State,B.70042,3,65,0.8,218,10pm-11pm,Weekday,Blue Line,Eastbound,36,Not crowded,0.6982156710628393,10-11pm
208,Aquarium,B.70044,4,28,2.5,258,10pm-11pm,Weekday,Blue Line,Eastbound,43,Not crowded,0.8339798293250581,10-11pm
209,Maverick,B.70046,5,9,85.5,159,10pm-11pm,Weekday,Blue Line,Eastbound,26,Not crowded,0.504266873545384,10-11pm
210,Airport,B.70048,6,27,41.5,159,10pm-11pm,Weekday,Blue Line,Eastbound,26,Not crowded,0.504266873545384,10-11pm
211,Wood Island,B.70050,7,2,18.3,150,10pm-11pm,Weekday,Blue Line,Eastbound,25,Plenty of room,0.4848719937936384,10-11pm
212,Orient Heights,B.70052,8,2,37.9,122,10pm-11pm,Weekday,Blue Line,Eastbound,20,Plenty of room,0.3878975950349108,10-11pm
213,Suffolk Downs,B.70054,9,0,5.1,109,10pm-11pm,Weekday,Blue Line,Eastbound,18,Plenty of room,0.34910783553141966,10-11pm
214,Beachmont,B.70056,10,1,30.5,74,10pm-11pm,Weekday,Blue Line,Eastbound,12,Plenty of room,0.23273855702094645,10-11pm
215,Revere Beach,B.70058,11,0,37.8,31,10pm-11pm,Weekday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,10-11pm
216,Wonderland,B.70060,12,0,31.7,0,10pm-11pm,Weekday,Blue Line,Eastbound,0,Plenty of room,0,10-11pm
217,Bowdoin,B.70038,1,13,0,13,11pm-12am,Weekday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,11-12am
218,Government Center,B.70040,2,134,0.3,146,11pm-12am,Weekday,Blue Line,Eastbound,24,Plenty of room,0.4654771140418929,11-12am
219,State,B.70042,3,55,0.7,204,11pm-12am,Weekday,Blue Line,Eastbound,34,Not crowded,0.6594259115593483,11-12am
220,Aquarium,B.70044,4,23,2.4,228,11pm-12am,Weekday,Blue Line,Eastbound,38,Not crowded,0.7370054305663305,11-12am
221,Maverick,B.70046,5,6,79.7,154,11pm-12am,Weekday,Blue Line,Eastbound,26,Not crowded,0.504266873545384,11-12am
222,Airport,B.70048,6,21,37.2,153,11pm-12am,Weekday,Blue Line,Eastbound,26,Not crowded,0.504266873545384,11-12am
223,Wood Island,B.70050,7,2,15.5,133,11pm-12am,Weekday,Blue Line,Eastbound,22,Plenty of room,0.42668735453840184,11-12am
224,Orient Heights,B.70052,8,2,30.5,107,11pm-12am,Weekday,Blue Line,Eastbound,18,Plenty of room,0.34910783553141966,11-12am
225,Suffolk Downs,B.70054,9,0,4.8,98,11pm-12am,Weekday,Blue Line,Eastbound,16,Plenty of room,0.3103180760279286,11-12am
226,Beachmont,B.70056,10,0,29.6,68,11pm-12am,Weekday,Blue Line,Eastbound,11,Plenty of room,0.21334367726920092,11-12am
227,Revere Beach,B.70058,11,0,34.6,32,11pm-12am,Weekday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,11-12am
228,Wonderland,B.70060,12,0,32.2,0,11pm-12am,Weekday,Blue Line,Eastbound,0,Plenty of room,0,11-12am
229,Bowdoin,B.70038,1,2,0,2,12am-1am,Weekday,Blue Line,Eastbound,0,Plenty of room,0,12-1am
230,Government Center,B.70040,2,47,0.2,49,12am-1am,Weekday,Blue Line,Eastbound,8,Plenty of room,0.1551590380139643,12-1am
231,State,B.70042,3,25,0.2,77,12am-1am,Weekday,Blue Line,Eastbound,13,Plenty of room,0.252133436772692,12-1am
232,Aquarium,B.70044,4,10,0.8,79,12am-1am,Weekday,Blue Line,Eastbound,13,Plenty of room,0.252133436772692,12-1am
233,Maverick,B.70046,5,3,28.5,52,12am-1am,Weekday,Blue Line,Eastbound,9,Plenty of room,0.17455391776570983,12-1am
234,Airport,B.70048,6,10,12.7,53,12am-1am,Weekday,Blue Line,Eastbound,9,Plenty of room,0.17455391776570983,12-1am
235,Wood Island,B.70050,7,0,6.3,50,12am-1am,Weekday,Blue Line,Eastbound,8,Plenty of room,0.1551590380139643,12-1am
236,Orient Heights,B.70052,8,1,10.3,37,12am-1am,Weekday,Blue Line,Eastbound,6,Plenty of room,0.11636927851047324,12-1am
237,Suffolk Downs,B.70054,9,0,1.9,33,12am-1am,Weekday,Blue Line,Eastbound,6,Plenty of room,0.11636927851047324,12-1am
238,Beachmont,B.70056,10,0,10.9,23,12am-1am,Weekday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,12-1am
239,Revere Beach,B.70058,11,0,13.6,9,12am-1am,Weekday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,12-1am
240,Wonderland,B.70060,12,0,9.2,0,12am-1am,Weekday,Blue Line,Eastbound,0,Plenty of room,0,12-1am
241,Bowdoin,B.70038,1,0,0,0,5am-6am,Monday,Blue Line,Eastbound,0,Plenty of room,0,5-6am
242,Government Center,B.70040,2,4,0.1,4,5am-6am,Monday,Blue Line,Eastbound,1,Plenty of room,0.01939487975174553,5-6am
243,State,B.70042,3,5,0.1,9,5am-6am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,5-6am
244,Aquarium,B.70044,4,1,0.3,11,5am-6am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,5-6am
245,Maverick,B.70046,5,6,7.5,22,5am-6am,Monday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,5-6am
246,Airport,B.70048,6,4,8.3,24,5am-6am,Monday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,5-6am
247,Wood Island,B.70050,7,1,6.1,22,5am-6am,Monday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,5-6am
248,Orient Heights,B.70052,8,2,9.2,20,5am-6am,Monday,Blue Line,Eastbound,3,Plenty of room,0.05818463925523661,5-6am
249,Suffolk Downs,B.70054,9,0,0.5,10,5am-6am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,5-6am
250,Beachmont,B.70056,10,2,2.2,9,5am-6am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,5-6am
251,Revere Beach,B.70058,11,0,2.7,8,5am-6am,Monday,Blue Line,Eastbound,1,Plenty of room,0.01939487975174553,5-6am
252,Wonderland,B.70060,12,0,6.8,0,5am-6am,Monday,Blue Line,Eastbound,0,Plenty of room,0,5-6am
253,Bowdoin,B.70038,1,1,0,1,6am-7am,Monday,Blue Line,Eastbound,0,Plenty of room,0,6-7am
254,Government Center,B.70040,2,13,0.1,15,6am-7am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,6-7am
255,State,B.70042,3,12,0.3,27,6am-7am,Monday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,6-7am
256,Aquarium,B.70044,4,2,1,28,6am-7am,Monday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,6-7am
257,Maverick,B.70046,5,6,9.2,26,6am-7am,Monday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,6-7am
258,Airport,B.70048,6,3,8.4,18,6am-7am,Monday,Blue Line,Eastbound,3,Plenty of room,0.05818463925523661,6-7am
259,Wood Island,B.70050,7,1,5.1,13,6am-7am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,6-7am
260,Orient Heights,B.70052,8,1,3.7,12,6am-7am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,6-7am
261,Suffolk Downs,B.70054,9,0,0.5,11,6am-7am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,6-7am
262,Beachmont,B.70056,10,1,2.6,9,6am-7am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,6-7am
263,Revere Beach,B.70058,11,0,3,6,6am-7am,Monday,Blue Line,Eastbound,1,Plenty of room,0.01939487975174553,6-7am
264,Wonderland,B.70060,12,0,5.9,0,6am-7am,Monday,Blue Line,Eastbound,0,Plenty of room,0,6-7am
265,Bowdoin,B.70038,1,3,0,3,7am-8am,Monday,Blue Line,Eastbound,0,Plenty of room,0,7-8am
266,Government Center,B.70040,2,14,0,17,7am-8am,Monday,Blue Line,Eastbound,3,Plenty of room,0.05818463925523661,7-8am
267,State,B.70042,3,14,0.5,30,7am-8am,Monday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,7-8am
268,Aquarium,B.70044,4,2,2.7,31,7am-8am,Monday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,7-8am
269,Maverick,B.70046,5,6,10.7,23,7am-8am,Monday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,7-8am
270,Airport,B.70048,6,4,8,20,7am-8am,Monday,Blue Line,Eastbound,3,Plenty of room,0.05818463925523661,7-8am
271,Wood Island,B.70050,7,1,3.7,17,7am-8am,Monday,Blue Line,Eastbound,3,Plenty of room,0.05818463925523661,7-8am
272,Orient Heights,B.70052,8,1,4.7,12,7am-8am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,7-8am
273,Suffolk Downs,B.70054,9,0,0.6,12,7am-8am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,7-8am
274,Beachmont,B.70056,10,2,3,12,7am-8am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,7-8am
275,Revere Beach,B.70058,11,0,5.1,7,7am-8am,Monday,Blue Line,Eastbound,1,Plenty of room,0.01939487975174553,7-8am
276,Wonderland,B.70060,12,0,7,0,7am-8am,Monday,Blue Line,Eastbound,0,Plenty of room,0,7-8am
277,Bowdoin,B.70038,1,1,0,1,8am-9am,Monday,Blue Line,Eastbound,0,Plenty of room,0,8-9am
278,Government Center,B.70040,2,16,0.1,17,8am-9am,Monday,Blue Line,Eastbound,3,Plenty of room,0.05818463925523661,8-9am
279,State,B.70042,3,15,1,32,8am-9am,Monday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,8-9am
280,Aquarium,B.70044,4,3,4.1,29,8am-9am,Monday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,8-9am
281,Maverick,B.70046,5,6,14.6,22,8am-9am,Monday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,8-9am
282,Airport,B.70048,6,6,7.5,21,8am-9am,Monday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,8-9am
283,Wood Island,B.70050,7,1,3.8,18,8am-9am,Monday,Blue Line,Eastbound,3,Plenty of room,0.05818463925523661,8-9am
284,Orient Heights,B.70052,8,2,5.6,14,8am-9am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,8-9am
285,Suffolk Downs,B.70054,9,0,0.8,13,8am-9am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,8-9am
286,Beachmont,B.70056,10,1,3.2,10,8am-9am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,8-9am
287,Revere Beach,B.70058,11,0,5.2,5,8am-9am,Monday,Blue Line,Eastbound,1,Plenty of room,0.01939487975174553,8-9am
288,Wonderland,B.70060,12,0,4.9,0,8am-9am,Monday,Blue Line,Eastbound,0,Plenty of room,0,8-9am
289,Bowdoin,B.70038,1,2,0,2,9am-10am,Monday,Blue Line,Eastbound,0,Plenty of room,0,9-10am
290,Government Center,B.70040,2,14,0.3,16,9am-10am,Monday,Blue Line,Eastbound,3,Plenty of room,0.05818463925523661,9-10am
291,State,B.70042,3,13,0.8,28,9am-10am,Monday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,9-10am
292,Aquarium,B.70044,4,3,2.9,27,9am-10am,Monday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,9-10am
293,Maverick,B.70046,5,6,12.4,22,9am-10am,Monday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,9-10am
294,Airport,B.70048,6,4,5.9,20,9am-10am,Monday,Blue Line,Eastbound,3,Plenty of room,0.05818463925523661,9-10am
295,Wood Island,B.70050,7,1,2.3,18,9am-10am,Monday,Blue Line,Eastbound,3,Plenty of room,0.05818463925523661,9-10am
296,Orient Heights,B.70052,8,1,4.6,13,9am-10am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,9-10am
297,Suffolk Downs,B.70054,9,0,0.8,14,9am-10am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,9-10am
298,Beachmont,B.70056,10,1,3.2,11,9am-10am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,9-10am
299,Revere Beach,B.70058,11,0,4.5,7,9am-10am,Monday,Blue Line,Eastbound,1,Plenty of room,0.01939487975174553,9-10am
300,Wonderland,B.70060,12,0,6.5,0,9am-10am,Monday,Blue Line,Eastbound,0,Plenty of room,0,9-10am
301,Bowdoin,B.70038,1,3,0,3,10am-11am,Monday,Blue Line,Eastbound,0,Plenty of room,0,10-11am
302,Government Center,B.70040,2,26,0.1,28,10am-11am,Monday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,10-11am
303,State,B.70042,3,19,0.6,44,10am-11am,Monday,Blue Line,Eastbound,7,Plenty of room,0.13576415826221877,10-11am
304,Aquarium,B.70044,4,3,3.8,46,10am-11am,Monday,Blue Line,Eastbound,8,Plenty of room,0.1551590380139643,10-11am
305,Maverick,B.70046,5,6,16.6,33,10am-11am,Monday,Blue Line,Eastbound,6,Plenty of room,0.11636927851047324,10-11am
306,Airport,B.70048,6,6,9.7,31,10am-11am,Monday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,10-11am
307,Wood Island,B.70050,7,1,2.6,28,10am-11am,Monday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,10-11am
308,Orient Heights,B.70052,8,1,9,23,10am-11am,Monday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,10-11am
309,Suffolk Downs,B.70054,9,0,1.3,20,10am-11am,Monday,Blue Line,Eastbound,3,Plenty of room,0.05818463925523661,10-11am
310,Beachmont,B.70056,10,1,5.7,15,10am-11am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,10-11am
311,Revere Beach,B.70058,11,0,6.9,10,10am-11am,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,10-11am
312,Wonderland,B.70060,12,0,10.1,0,10am-11am,Monday,Blue Line,Eastbound,0,Plenty of room,0,10-11am
313,Bowdoin,B.70038,1,5,0,5,11am-12pm,Monday,Blue Line,Eastbound,1,Plenty of room,0.01939487975174553,11-12pm
314,Government Center,B.70040,2,34,0.4,39,11am-12pm,Monday,Blue Line,Eastbound,6,Plenty of room,0.11636927851047324,11-12pm
315,State,B.70042,3,34,0.9,73,11am-12pm,Monday,Blue Line,Eastbound,12,Plenty of room,0.23273855702094645,11-12pm
316,Aquarium,B.70044,4,6,4.1,70,11am-12pm,Monday,Blue Line,Eastbound,12,Plenty of room,0.23273855702094645,11-12pm
317,Maverick,B.70046,5,10,24.9,54,11am-12pm,Monday,Blue Line,Eastbound,9,Plenty of room,0.17455391776570983,11-12pm
318,Airport,B.70048,6,7,12.7,41,11am-12pm,Monday,Blue Line,Eastbound,7,Plenty of room,0.13576415826221877,11-12pm
319,Wood Island,B.70050,7,1,4.5,38,11am-12pm,Monday,Blue Line,Eastbound,6,Plenty of room,0.11636927851047324,11-12pm
320,Orient Heights,B.70052,8,1,11.4,30,11am-12pm,Monday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,11-12pm
321,Suffolk Downs,B.70054,9,0,1.8,29,11am-12pm,Monday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,11-12pm
322,Beachmont,B.70056,10,1,7.2,23,11am-12pm,Monday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,11-12pm
323,Revere Beach,B.70058,11,0,10.2,13,11am-12pm,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,11-12pm
324,Wonderland,B.70060,12,0,11.9,0,11am-12pm,Monday,Blue Line,Eastbound,0,Plenty of room,0,11-12pm
325,Bowdoin,B.70038,1,10,0,10,12pm-1pm,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,12-1pm
326,Government Center,B.70040,2,56,0.3,66,12pm-1pm,Monday,Blue Line,Eastbound,11,Plenty of room,0.21334367726920092,12-1pm
327,State,B.70042,3,53,2,117,12pm-1pm,Monday,Blue Line,Eastbound,20,Plenty of room,0.3878975950349108,12-1pm
328,Aquarium,B.70044,4,11,5.7,122,12pm-1pm,Monday,Blue Line,Eastbound,20,Plenty of room,0.3878975950349108,12-1pm
329,Maverick,B.70046,5,14,42.4,83,12pm-1pm,Monday,Blue Line,Eastbound,14,Plenty of room,0.27152831652443754,12-1pm
330,Airport,B.70048,6,11,21.4,73,12pm-1pm,Monday,Blue Line,Eastbound,12,Plenty of room,0.23273855702094645,12-1pm
331,Wood Island,B.70050,7,2,9,81,12pm-1pm,Monday,Blue Line,Eastbound,14,Plenty of room,0.27152831652443754,12-1pm
332,Orient Heights,B.70052,8,1,18.9,49,12pm-1pm,Monday,Blue Line,Eastbound,8,Plenty of room,0.1551590380139643,12-1pm
333,Suffolk Downs,B.70054,9,0,2.9,46,12pm-1pm,Monday,Blue Line,Eastbound,8,Plenty of room,0.1551590380139643,12-1pm
334,Beachmont,B.70056,10,1,12.7,35,12pm-1pm,Monday,Blue Line,Eastbound,6,Plenty of room,0.11636927851047324,12-1pm
335,Revere Beach,B.70058,11,0,13.5,19,12pm-1pm,Monday,Blue Line,Eastbound,3,Plenty of room,0.05818463925523661,12-1pm
336,Wonderland,B.70060,12,0,20.5,0,12pm-1pm,Monday,Blue Line,Eastbound,0,Plenty of room,0,12-1pm
337,Bowdoin,B.70038,1,10,0,10,1pm-2pm,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,1-2pm
338,Government Center,B.70040,2,79,0.7,87,1pm-2pm,Monday,Blue Line,Eastbound,14,Plenty of room,0.27152831652443754,1-2pm
339,State,B.70042,3,66,1.9,151,1pm-2pm,Monday,Blue Line,Eastbound,25,Plenty of room,0.4848719937936384,1-2pm
340,Aquarium,B.70044,4,14,8,157,1pm-2pm,Monday,Blue Line,Eastbound,26,Not crowded,0.504266873545384,1-2pm
341,Maverick,B.70046,5,21,68.3,144,1pm-2pm,Monday,Blue Line,Eastbound,24,Plenty of room,0.4654771140418929,1-2pm
342,Airport,B.70048,6,15,35.7,124,1pm-2pm,Monday,Blue Line,Eastbound,21,Plenty of room,0.4072924747866563,1-2pm
343,Wood Island,B.70050,7,1,10.3,92,1pm-2pm,Monday,Blue Line,Eastbound,15,Plenty of room,0.29092319627618307,1-2pm
344,Orient Heights,B.70052,8,3,24.4,71,1pm-2pm,Monday,Blue Line,Eastbound,12,Plenty of room,0.23273855702094645,1-2pm
345,Suffolk Downs,B.70054,9,0,4.3,61,1pm-2pm,Monday,Blue Line,Eastbound,10,Plenty of room,0.1939487975174554,1-2pm
346,Beachmont,B.70056,10,2,16.4,47,1pm-2pm,Monday,Blue Line,Eastbound,8,Plenty of room,0.1551590380139643,1-2pm
347,Revere Beach,B.70058,11,0,21.1,30,1pm-2pm,Monday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,1-2pm
348,Wonderland,B.70060,12,0,27.8,0,1pm-2pm,Monday,Blue Line,Eastbound,0,Plenty of room,0,1-2pm
349,Bowdoin,B.70038,1,10,0,10,2pm-3pm,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,2-3pm
350,Government Center,B.70040,2,58,1,67,2pm-3pm,Monday,Blue Line,Eastbound,11,Plenty of room,0.21334367726920092,2-3pm
351,State,B.70042,3,70,1.4,139,2pm-3pm,Monday,Blue Line,Eastbound,23,Plenty of room,0.4460822342901474,2-3pm
352,Aquarium,B.70044,4,14,5.5,155,2pm-3pm,Monday,Blue Line,Eastbound,26,Not crowded,0.504266873545384,2-3pm
353,Maverick,B.70046,5,13,51.5,101,2pm-3pm,Monday,Blue Line,Eastbound,17,Plenty of room,0.32971295577967413,2-3pm
354,Airport,B.70048,6,16,27,101,2pm-3pm,Monday,Blue Line,Eastbound,17,Plenty of room,0.32971295577967413,2-3pm
355,Wood Island,B.70050,7,1,11.5,96,2pm-3pm,Monday,Blue Line,Eastbound,16,Plenty of room,0.3103180760279286,2-3pm
356,Orient Heights,B.70052,8,3,26.3,73,2pm-3pm,Monday,Blue Line,Eastbound,12,Plenty of room,0.23273855702094645,2-3pm
357,Suffolk Downs,B.70054,9,0,4.7,61,2pm-3pm,Monday,Blue Line,Eastbound,10,Plenty of room,0.1939487975174554,2-3pm
358,Beachmont,B.70056,10,2,17.7,45,2pm-3pm,Monday,Blue Line,Eastbound,8,Plenty of room,0.1551590380139643,2-3pm
359,Revere Beach,B.70058,11,0,21.4,29,2pm-3pm,Monday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,2-3pm
360,Wonderland,B.70060,12,0,31.2,0,2pm-3pm,Monday,Blue Line,Eastbound,0,Plenty of room,0,2-3pm
361,Bowdoin,B.70038,1,24,0,24,3pm-4pm,Monday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,3-4pm
362,Government Center,B.70040,2,97,0.8,120,3pm-4pm,Monday,Blue Line,Eastbound,20,Plenty of room,0.3878975950349108,3-4pm
363,State,B.70042,3,90,2.2,208,3pm-4pm,Monday,Blue Line,Eastbound,35,Not crowded,0.6788207913110939,3-4pm
364,Aquarium,B.70044,4,23,6,213,3pm-4pm,Monday,Blue Line,Eastbound,36,Not crowded,0.6982156710628393,3-4pm
365,Maverick,B.70046,5,18,82.6,175,3pm-4pm,Monday,Blue Line,Eastbound,29,Not crowded,0.5624515128006206,3-4pm
366,Airport,B.70048,6,17,32.3,140,3pm-4pm,Monday,Blue Line,Eastbound,23,Plenty of room,0.4460822342901474,3-4pm
367,Wood Island,B.70050,7,3,14.1,129,3pm-4pm,Monday,Blue Line,Eastbound,22,Plenty of room,0.42668735453840184,3-4pm
368,Orient Heights,B.70052,8,2,34.8,104,3pm-4pm,Monday,Blue Line,Eastbound,17,Plenty of room,0.32971295577967413,3-4pm
369,Suffolk Downs,B.70054,9,0,6,87,3pm-4pm,Monday,Blue Line,Eastbound,14,Plenty of room,0.27152831652443754,3-4pm
370,Beachmont,B.70056,10,2,26.5,67,3pm-4pm,Monday,Blue Line,Eastbound,11,Plenty of room,0.21334367726920092,3-4pm
371,Revere Beach,B.70058,11,1,21.3,37,3pm-4pm,Monday,Blue Line,Eastbound,6,Plenty of room,0.11636927851047324,3-4pm
372,Wonderland,B.70060,12,0,37.1,0,3pm-4pm,Monday,Blue Line,Eastbound,0,Plenty of room,0,3-4pm
373,Bowdoin,B.70038,1,25,0,25,4pm-5pm,Monday,Blue Line,Eastbound,4,Plenty of room,0.07757951900698215,4-5pm
374,Government Center,B.70040,2,94,1.3,120,4pm-5pm,Monday,Blue Line,Eastbound,20,Plenty of room,0.3878975950349108,4-5pm
375,State,B.70042,3,85,1.8,197,4pm-5pm,Monday,Blue Line,Eastbound,33,Not crowded,0.6400310318076028,4-5pm
376,Aquarium,B.70044,4,26,6,227,4pm-5pm,Monday,Blue Line,Eastbound,38,Not crowded,0.7370054305663305,4-5pm
377,Maverick,B.70046,5,15,67.5,164,4pm-5pm,Monday,Blue Line,Eastbound,27,Not crowded,0.5236617532971295,4-5pm
378,Airport,B.70048,6,14,34.2,152,4pm-5pm,Monday,Blue Line,Eastbound,25,Plenty of room,0.4848719937936384,4-5pm
379,Wood Island,B.70050,7,3,11.4,144,4pm-5pm,Monday,Blue Line,Eastbound,24,Plenty of room,0.4654771140418929,4-5pm
380,Orient Heights,B.70052,8,3,36.2,110,4pm-5pm,Monday,Blue Line,Eastbound,18,Plenty of room,0.34910783553141966,4-5pm
381,Suffolk Downs,B.70054,9,0,7.6,103,4pm-5pm,Monday,Blue Line,Eastbound,17,Plenty of room,0.32971295577967413,4-5pm
382,Beachmont,B.70056,10,2,28.4,71,4pm-5pm,Monday,Blue Line,Eastbound,12,Plenty of room,0.23273855702094645,4-5pm
383,Revere Beach,B.70058,11,0,26.4,45,4pm-5pm,Monday,Blue Line,Eastbound,8,Plenty of room,0.1551590380139643,4-5pm
384,Wonderland,B.70060,12,0,44.9,0,4pm-5pm,Monday,Blue Line,Eastbound,0,Plenty of room,0,4-5pm
385,Bowdoin,B.70038,1,28,0,28,5pm-6pm,Monday,Blue Line,Eastbound,5,Plenty of room,0.0969743987587277,5-6pm
386,Government Center,B.70040,2,116,0.9,142,5pm-6pm,Monday,Blue Line,Eastbound,24,Plenty of room,0.4654771140418929,5-6pm
387,State,B.70042,3,110,2.4,265,5pm-6pm,Monday,Blue Line,Eastbound,44,Not crowded,0.8533747090768037,5-6pm
388,Aquarium,B.70044,4,28,3.8,275,5pm-6pm,Monday,Blue Line,Eastbound,46,Not crowded,0.8921644685802947,5-6pm
389,Maverick,B.70046,5,17,85.6,207,5pm-6pm,Monday,Blue Line,Eastbound,34,Not crowded,0.6594259115593483,5-6pm
390,Airport,B.70048,6,13,37.3,183,5pm-6pm,Monday,Blue Line,Eastbound,30,Not crowded,0.5818463925523661,5-6pm
391,Wood Island,B.70050,7,2,10.5,165,5pm-6pm,Monday,Blue Line,Eastbound,28,Not crowded,0.5430566330488751,5-6pm
392,Orient Heights,B.70052,8,3,39,129,5pm-6pm,Monday,Blue Line,Eastbound,22,Plenty of room,0.42668735453840184,5-6pm
393,Suffolk Downs,B.70054,9,0,7.6,121,5pm-6pm,Monday,Blue Line,Eastbound,20,Plenty of room,0.3878975950349108,5-6pm
394,Beachmont,B.70056,10,2,35.9,94,5pm-6pm,Monday,Blue Line,Eastbound,16,Plenty of room,0.3103180760279286,5-6pm
395,Revere Beach,B.70058,11,0,30.8,68,5pm-6pm,Monday,Blue Line,Eastbound,11,Plenty of room,0.21334367726920092,5-6pm
396,Wonderland,B.70060,12,0,68.5,0,5pm-6pm,Monday,Blue Line,Eastbound,0,Plenty of room,0,5-6pm
397,Bowdoin,B.70038,1,14,0,14,6pm-7pm,Monday,Blue Line,Eastbound,2,Plenty of room,0.03878975950349107,6-7pm
398,Government Center,B.70040,2,76,1,89,6pm-7pm,Monday,Blue Line,Eastbound,15,Plenty of room,0.29092319627618307,6-7pm
399,State,B.70042,3,66,1,146,6pm-7pm,Monday,Blue Line,Eastbound,24,Plenty of room,0.4654771140418929,6-7pm
400,Aquarium,B.70044,4,16,2.9,159,6pm-7pm,Monday,Blue Line,Eastbound,26,Not crowded,0.504266873545384,6-7pm
401,Maverick,B.70046,5,11,54,108,6pm-7pm,Monday,Blue Line,Eastbound,18,Plenty of room,0.34910783553141966,6-7pm
402,Airport,B.70048,6,10,25.9,98,6pm-7pm,Monday,Blue Line,Eastbound,16,Plenty of room,0.3103180760279286,6-7pm
